ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
1213912	91	W	12	59	2000	7.86	26.273	33.850205	-117.846854	1.72	HV	1	GROVE	2176			
1213914	91	W	12	59	2000	7.31	25.723	33.847931	-117.855999	.29	HV	1	KRAEMER 1	1123			
1213916	55	S	12	59	69000	R7.03	7.03	33.699146	-117.861041		FR	1	MACARTHU2	949			
1213932	5	S	12	59	53980	36.48	108.668	33.804788	-117.904254		FR	1	ANAHEIM 1	262			
1213940	5	S	12	59	53980	36.31	108.498	33.802101	-117.901359		FR	2	KATELLA	263			
1213941	5	S	12	59	53980	36.31	108.498	33.802101	-117.901359		FR	3	KATELLA	263			
1213943	5	N	12	59	53980	35.4	107.651	33.793754	-117.891888		FF	1	ORANGEWOOD 1	5502			
1213944	5	N	12	59	53980	35.6	107.851	33.795663	-117.893833		FR	1	GENE AUTRY	2018			
1213963	405	N	12	59	36770	2.89	2.66	33.657928	-117.777952	.345	ML	4	SAND CANYON 1	5515			
1213964	405	N	12	59	36770	2.89	2.66	33.657928	-117.777952		OR	1	SAND CANYON 1	5515			
1213965	405	N	12	59	36770	2.89	2.66	33.657928	-117.777952		FR	1	SAND CANYON 1	5515			
1213966	405	N	12	59	36770	2.89	2.66	33.657928	-117.777952	.32	HV	2	SAND CANYON 1	5515			
1213983	91	W	12	59	2000	5.5	23.913	33.85385	-117.885106	.455	HV	1	PLACENTIA	5555			
1213984	91	E	12	59	2000	5.5	23.873	33.853485	-117.885166	.35	HV	1	PLACENTIA	5555			
1213985	91	W	12	59	2000	5.5	23.913	33.85385	-117.885106	.505	ML	4	PLACENTIA	5555			
1213986	91	E	12	59	2000	5.5	23.873	33.853485	-117.885166	.35	ML	5	PLACENTIA	5555			
1213987	91	W	12	59	2000	5.5	23.913	33.85385	-117.885106		FF	1	PLACENTIA	5555			
1213988	91	E	12	59	2000	5.5	23.873	33.853485	-117.885166		FF	1	PLACENTIA	5555			
1214005	5	N	12	59	2000	41.9	114.151	33.855211	-117.976025	.36	ML	4	MAGNOLIA 2	2270			
1214006	5	S	12	59	2000	41.9	114.088	33.854882	-117.976235	.36	ML	4	MAGNOLIA 2	2270			
1214007	5	N	12	59	2000	41.9	114.151	33.855211	-117.976025	.36	HV	1	MAGNOLIA 2	2270			
1214008	5	S	12	59	2000	41.9	114.088	33.854882	-117.976235	.36	HV	1	MAGNOLIA 2	2270			
1214009	5	N	12	59	2000	41.9	114.151	33.855211	-117.976025		FF	1	5N HOV to 91W HOV	2270			
1214010	5	N	12	59	2000	41.9	114.151	33.855211	-117.976025		FF	2	91E to 5S	2270			
1214011	5	S	12	59	2000	41.9	114.088	33.854882	-117.976235		FF	1	91E HOV to 5S HOV	2270			
1214022	405	S	12	59	84550	17.98	17.75	33.7468	-118.007585		FF	1	GOLDEN WEST CD	1389			
1214062	91	W	12	59	8786	R3	17.739	33.85622	-117.991257	.4	ML	5	E OF STANTON	2171			
1214063	91	E	12	59	8786	R3	17.739	33.856035	-117.991253	.32	ML	5	E OF STANTON	2171			
1214064	91	W	12	59	8786	R3	17.739	33.85622	-117.991257	.4	HV	1	E OF STANTON	2171			
1214065	91	E	12	59	8786	R3	17.739	33.856035	-117.991253	.32	HV	1	E OF STANTON	2171			
1214066	91	W	12	59	28000	.76	19.173	33.854549	-117.967351	.335	HV	1	GILBERT	2097			
1214067	91	E	12	59	28000	.76	19.133	33.854376	-117.967371	.46	HV	1	GILBERT	2097			
1214080	405	N	12	59	16532	9.9	9.67	33.687569	-117.8923	.225	ML	5	BEAR	5026			
1214081	405	S	12	59	16532	9.9	9.67	33.687337	-117.892435	.37	ML	4	BEAR	5026			
1214082	405	N	12	59	16532	9.9	9.67	33.687569	-117.8923	.225	HV	1	BEAR	5026			
1214083	405	S	12	59	16532	9.9	9.67	33.687337	-117.892435	.37	HV	1	BEAR	5026			
1214117	91	W	12	59	8786	R3.4	18.139	33.856869	-117.984356	.435	ML	3	W OF 5	2382			
1214118	91	E	12	59	8786	R3.4	18.139	33.856265	-117.984237	.542	ML	3	W OF 5	2382			
1214119	91	E	12	59	8786	R3.4	18.139	33.856265	-117.984237		FF	2	91E to 5S	2382			
1214120	91	W	12	59	8786	R3.4	18.139	33.856869	-117.984356		FF	2	N5 to 91W	2382			
1214121	91	W	12	59	8786	R3.4	18.139	33.856869	-117.984356	.562	HV	1	W OF 5	2382			
1214122	91	E	12	59	8786	R3.4	18.139	33.856265	-117.984237	.542	HV	1	W OF 5	2382			
1214123	91	W	12	59	8786	R3.4	18.139	33.856869	-117.984356		FF	1	5N to 91W HOV	2382			
1214124	91	E	12	59	8786	R3.4	18.139	33.856265	-117.984237		FF	1	91E to 5S HOV	2382			
1214209	405	S	12	59		9.2	8.97	33.687254	-117.880276	.32	ML	6	AVE. OF ART	05027			
1214212	405	N	12	59		8.7	8.47	33.687449	-117.871466	.4	ML	4	ANTON	5558			
1214215	55	S	12	59	69000	8.6	8.6	33.71674	-117.843837	.535	ML	5	WARNER	7001			
1214237	405	S	12	59		9.2	8.97	33.687254	-117.880276		FF	1	405SB TO 55NB HOV	05027			
1214238	405	N	12	59		9.2	8.97	33.687519	-117.880139	.38	ML	4	AVE. OF ART	05027			
1214239	405	N	12	59		9.2	8.97	33.687519	-117.880139	.25	FR	1	AVE. OF ART	05027			
1214240	405	S	12	59		9.2	8.97	33.687254	-117.880276		FF	1	55SB TO 405NB HOV	05027			
1214241	405	N	12	59		9.2	8.97	33.687519	-117.880139		OR	2	55SB TO 405NB	05027			
1214242	405	S	12	59		9.2	8.97	33.687254	-117.880276	.32	HV	1	AVE. OF ART	05027			
1214243	405	N	12	59		9.2	8.97	33.687519	-117.880139	.38	HV	1	AVE. OF ART	05027			
1214253	55	N	12	59	69000	8.6	8.6	33.716619	-117.843611	.645	ML	4	WARNER	7001			
1214254	55	S	12	59	69000	8.6	8.6	33.71674	-117.843837	.535	HV	1	WARNER	7001			
1214255	55	N	12	59	69000	8.6	8.6	33.716619	-117.843611	.645	HV	1	WARNER	7001			
1214260	405	N	12	59		8.7	8.47	33.687449	-117.871466	.425	HV	1	ANTON	5558			
1214265	405	N	12	59		8.7	8.47	33.687449	-117.871466		OR	1	ANTON	5558			
1214268	405	N	12	59		8.7	8.47	33.687449	-117.871466		FF	2	55SB TO 405NB	5558			
1214270	405	N	12	59		8.7	8.47	33.687449	-117.871466		FR	1	ANTON	5558			
1214273	405	N	12	59		8.7	8.47	33.687449	-117.871466		FF	1	55SB TO 405NB HOV	5558			
1214274	405	N	12	59		8.7	8.47	33.687449	-117.871466		FF	1	405NB TO 55SB HOV	5558			
1214282	405	N	12	59		9.2	8.97	33.687519	-117.880139		FR	1	AVE. OF ART	05027			
1214321	55	N	12	59		6.35	6.35	33.691451	-117.868181	.42	ML	5	MAIN	1826			
1214322	55	S	12	59		6.35	6.35	33.691579	-117.868353	.505	ML	4	MAIN	1826			
1214323	55	N	12	59		6.35	6.35	33.691451	-117.868181	.42	HV	1	MAIN	1826			
1214324	55	S	12	59		6.35	6.35	33.691579	-117.868353	2.765	HV	1	MAIN	1826			
1214325	55	N	12	59		6.35	6.35	33.691451	-117.868181		FF	1	MAIN-405NB/55NB FLY	1826			
1214326	55	S	12	59		6.35	6.35	33.691579	-117.868353		FF	1	MAIN-55SB/405SB FLY	1826			
1214341	55	N	12	59		6.35	6.35	33.691451	-117.868181		FF	1	MAIN/405SB- 55NB FLY	1826			
1214342	55	S	12	59		6.35	6.35	33.691579	-117.868353		FF	1	MAIN-55SB/4O5NB  FLY	1826			
1214343	55	S	12	59		6.35	6.35	33.691579	-117.868353		FF	2	MAIN- 55SB TO 405SB	1826			
1214373	55	N	12	59		6.1	6.1	33.688567	-117.870964	.24	ML	4	AIRPORT AT 55 NB	1564			
1214374	55	N	12	59		6.1	6.1	33.688567	-117.870964	.275	HV	1	AIRPORT AT 55 NB	1564			
1214376	55	N	12	59		6.1	6.1	33.688567	-117.870964		OR	1	AIRPORT AT 55 NB	1564			
1214461	405	N	12	59	16532	10.1	9.87	33.687683	-117.895773	.5	ML	4	N OF 73	5557			
1214706	22	W	12	59	69000	R10.14	11.701	33.779081	-117.882183	.225	HV	1	BRISTOL	901			
1214713	22	W	12	59	53980	R9.9	11.461	33.779058	-117.886182	.225	HV	1	HESPERIAN	2341			
1214714	22	E	12	59	53980	R9.9	11.461	33.778902	-117.88618	.215	HV	1	HESPERIAN	2341			
1214715	22	E	12	59	53980	R9.9	11.461	33.778902	-117.88618	.215	ML	2	HESPERIAN	2341			
1214719	22	E	12	59	53980	R9.9	11.461	33.778902	-117.88618		FF	2	22E CD AT HESPERIAN	2341			
1214723	22	E	12	59	69000	R10.13	11.691	33.778903	-117.882341	.225	HV	1	BRISTOL	892			
1214724	22	E	12	59	69000	R10.13	11.691	33.778903	-117.882341		FF	2	22E CD AT BRISTOL	892			
1214727	22	W	12	59	53980	R11.68	13.241	33.776676	-117.855696	.39	HV	1	GLASSELL1	898			
1214729	22	E	12	59	53980	R11.68	13.241	33.776567	-117.855753	1.699	HV	1	GLASSELL1	898			
1214734	22	W	12	59	53980	R12.01	13.571	33.775279	-117.850279	.285	HV	1	GLASSELL2	895			
1214742	22	W	12	59	53980	R9.69	11.251	33.779085	-117.889576	.282	HV	1	CITY DRIVE	903			
1214743	22	W	12	59	53980	R9.69	11.251	33.779085	-117.889576		FF	2	5S/57S TO 22W	903			
1214746	22	W	12	59	53980	R11.23	12.791	33.778348	-117.863135	.485	HV	1	MAIN	899			
1214752	22	E	12	59	53980	R11.25	12.811	33.778206	-117.862808	.485	HV	1	MAIN	894			
1214763	22	E	12	59	84550	R3.44	4.897	33.771171	-117.994688	.425	HV	1	BEACH 1	884			
1214770	22	W	12	59	29000	R8.68	10.137	33.773193	-117.907475	.57	HV	1	GARDEN G1	904			
1214771	22	E	12	59	29000	R8.68	10.137	33.773077	-117.907372	.37	HV	1	GARDEN G1	904			
1214780	22	W	12	59	29000	R4.6	6.057	33.767155	-117.976011	.325	HV	1	MAGNOLIA 1	909			
1214781	22	E	12	59	29000	R4.6	6.057	33.767032	-117.976135	.325	HV	1	MAGNOLIA 1	909			
1214785	22	W	12	59	29000	R6.94	8.397	33.766144	-117.935768	.34	HV	1	EUCLID	907			
1214790	22	E	12	59	29000	R6.94	8.397	33.765995	-117.935763	.34	HV	1	EUCLID	888			
1214803	22	E	12	59	29000	R6.61	8.067	33.765949	-117.941486	.3	HV	1	TAFT	5034			
1214804	22	W	12	59	29000	R6.61	8.067	33.766079	-117.94149	.3	HV	1	TAFT	5034			
1214805	22	E	12	59	29000	R6.61	8.067	33.765949	-117.941486	.3	ML	4	TAFT	5034			
1214806	22	W	12	59	29000	R6.61	8.067	33.766079	-117.94149	.3	ML	4	TAFT	5034			
1214807	22	E	12	59	29000	R6.61	8.067	33.765949	-117.941486		FR	1	EUCLID	5034			
1214811	22	W	12	59	29000	R3.73	5.187	33.771057	-117.989817	.29	HV	1	BEACH 2	910			
1214816	22	W	12	59	84550	R3.45	4.907	33.771348	-117.994525	.425	HV	1	BEACH 1	911			
1214821	22	E	12	59	29000	R3.73	5.187	33.770894	-117.989845	.295	HV	1	BEACH 2	885			
1214826	22	E	12	59	29000	R4.99	6.447	33.765717	-117.969658	.485	HV	1	MAGNOLIA 2	886			
1214832	22	W	12	59	29000	R4.99	6.447	33.765877	-117.96964	.485	HV	1	MAGNOLIA 2	886			
1214838	22	E	12	59	29000	R1.08	2.537	33.774261	-118.034947		FR	1	VALLEY V2	882			
1214842	22	W	12	59		R.89	2.347	33.774686	-118.038174		FR	2	VALLEY V2	1504			
1214852	22	E	12	59	29000	R1.41	2.867	33.774239	-118.029233	.33	HV	1	VIA LOS ALISOS	5042			
1214853	22	E	12	59	29000	R1.41	2.867	33.774239	-118.029233	.33	ML	3	VIA LOS ALISOS	5042			
1214854	22	W	12	59	29000	R1.41	2.867	33.774397	-118.029216	.37	ML	4	VIA LOS ALISOS	5042			
1214857	22	E	12	59	29000	R1.75	3.207	33.774214	-118.023344	.165	HV	1	SPRINGDALE CENSUS	2220			
1214868	22	E	12	59	29000	R2.07	3.527	33.774209	-118.0178	.37	HV	1	YUMA	5040			
1214869	22	E	12	59	29000	R2.07	3.527	33.774209	-118.0178	.37	ML	3	YUMA	5040			
1214870	22	W	12	59	29000	R2.07	3.527	33.774371	-118.017789	.8	HV	1	YUMA	5040			
1214871	22	W	12	59	29000	R2.07	3.527	33.774371	-118.017789	.37	ML	3	YUMA	5040			
1214881	22	E	12	59	53980	R12.25	13.811	33.775624	-117.846173	.345	ML	5	CONCORD	5032			
1214882	22	W	12	59	53980	R12.25	13.811	33.775744	-117.846201	.345	ML	4	CONCORD	5032			
1214892	22	E	12	59	29000	R7.72	9.177	33.76705	-117.922361	.36	HV	1	HARBOR 1	906			
1214893	22	W	12	59	29000	R7.72	9.177	33.767174	-117.922445	.315	HV	1	HARBOR 1	906			
1214894	22	E	12	59	29000	R7.72	9.177	33.76705	-117.922361	.36	ML	4	HARBOR 1	906			
1214899	22	W	12	59	29000	R7.93	9.387	33.768341	-117.919037	.29	HV	1	HARBOR 2	905			
1214936	22	E	12	59	29000	R4.03	5.487	33.770587	-117.984626	.305	HV	1	WILSON	5038			
1214937	22	W	12	59	29000	R4.03	5.487	33.770765	-117.984576	.305	HV	1	WILSON	5038			
1214938	22	E	12	59	29000	R4.03	5.487	33.770587	-117.984626	.305	ML	4	WILSON	5038			
1214939	22	W	12	59	29000	R4.03	5.487	33.770765	-117.984576	.305	ML	4	WILSON	5038			
1214952	22	W	12	59	29000	R4.34	5.797	33.769612	-117.979437	.285	HV	1	NEWLAND	5037			
1214953	22	E	12	59	29000	R4.34	5.797	33.769467	-117.979526	.285	HV	1	NEWLAND	5037			
1214954	22	W	12	59	29000	R4.34	5.797	33.769612	-117.979437	.285	ML	4	NEWLAND	5037			
1214955	22	E	12	59	29000	R4.34	5.797	33.769467	-117.979526	.285	ML	4	NEWLAND	5037			
1214970	22	E	12	59	29000	R5.77	7.227	33.765809	-117.955835	.24	HV	1	BROOKHUR2	887			
1214971	22	W	12	59	29000	R5.77	7.227	33.765971	-117.955835	.24	HV	1	BROOKHUR2	887			
1214972	22	W	12	59	29000	R5.77	7.227	33.765971	-117.955835	.24	ML	4	BROOKHUR2	887			
1214985	22	W	12	59	29000	R6.05	7.507	33.766001	-117.951027	.285	HV	1	HOPE	5036			
1214986	22	E	12	59	29000	R6.05	7.507	33.765858	-117.951027	.285	HV	1	HOPE	5036			
1214987	22	W	12	59	29000	R6.05	7.507	33.766001	-117.951027	.285	ML	4	HOPE	5036			
1214988	22	E	12	59	29000	R6.05	7.507	33.765858	-117.951027	.285	ML	4	HOPE	5036			
1215000	22	W	12	59	29000	R6.34	7.797	33.76605	-117.946098	.28	HV	1	WARD	5035			
1215001	22	E	12	59	29000	R6.34	7.797	33.76591	-117.946095	.28	HV	1	WARD	5035			
1215002	22	W	12	59	29000	R6.34	7.797	33.76605	-117.946098	.28	ML	4	WARD	5035			
1215003	22	E	12	59	29000	R6.34	7.797	33.76591	-117.946095	.28	ML	4	WARD	5035			
1215015	22	E	12	59	29000	R8.3	9.757	33.77033	-117.913078	.33	HV	1	PEARCE	5033			
1215016	22	W	12	59	29000	R8.3	9.757	33.770454	-117.91315	.375	HV	1	PEARCE	5033			
1215017	22	E	12	59	29000	R8.3	9.757	33.77033	-117.913078	.33	ML	4	PEARCE	5033			
1215018	22	W	12	59	29000	R8.3	9.757	33.770454	-117.91315	.375	ML	4	PEARCE	5033			
1215026	22	E	12	59	53980	R12.7	14.261	33.776625	-117.838553	.689	ML	4	TUSTIN	5031			
1215027	22	E	12	59	53980	R12.7	14.261	33.776625	-117.838553		FR	2	TUSTIN	5031			
1215041	22	E	12	59	29000	R9.44	10.897	33.778512	-117.895881	.382	HV	1	LEWIS	5030			
1215042	22	W	12	59	29000	R9.44	10.897	33.77865	-117.895924	.557	HV	1	LEWIS	5030			
1215043	22	E	12	59	29000	R9.44	10.897	33.778512	-117.895881	.382	ML	5	LEWIS	5030			
1215044	22	W	12	59	29000	R9.44	10.897	33.77865	-117.895924	.377	ML	5	LEWIS	5030			
1215051	22	E	12	59	29000	R9.04	10.497	33.775838	-117.901985	.2	HV	1	GARDEN G2	890			
1215052	22	E	12	59	29000	R9.04	10.497	33.775838	-117.901985	.18	HV	1	GARDEN G2	890			
1215055	22	E	12	59	29000	R8.02	9.477	33.768707	-117.917517	.29	HV	1	HARBOR 2	889			
1215062	22	W	12	59	29000	R7.29	8.747	33.766181	-117.929696	.18	HV	1	NEWHOPE	2223			
1215063	22	E	12	59	29000	R7.29	8.747	33.766038	-117.929691	.18	HV	1	NEWHOPE	2223			
1215071	22	W	12	59	29000	R5.57	7.027	33.765954	-117.959407	.39	HV	1	BROOKHUR1	908			
1215072	22	E	12	59	29000	R5.57	7.027	33.765798	-117.959406	.39	HV	1	BROOKHUR1	908			
1215077	22	W	12	59	29000	R2.49	3.947	33.774652	-118.010501	.32	HV	1	KNOTT 1	912			
1215078	22	E	12	59	29000	R2.49	3.947	33.774494	-118.010537	.32	HV	1	KNOTT 1	912			
1215089	22	W	12	59	29000	R2.71	4.167	33.774166	-118.006721	.195	HV	1	GARDEN GROV	5039			
1215090	22	E	12	59	29000	R2.71	4.167	33.774003	-118.006807	.195	HV	1	GARDEN GROV	5039			
1215091	22	W	12	59	29000	R2.71	4.167	33.774166	-118.006721	.195	ML	3	GARDEN GROV	5039			
1215092	22	E	12	59	29000	R2.71	4.167	33.774003	-118.006807	.195	ML	3	GARDEN GROV	5039			
1215096	22	E	12	59	84550	R2.88	4.337	33.772807	-118.004149	.365	HV	1	KNOTT 2	883			
1215097	22	W	12	59	84550	R2.88	4.337	33.772939	-118.004084	.37	HV	1	KNOTT 2	883			
1215108	22	E	12	59	53980	R9.7	11.261	33.778925	-117.889394	.282	HV	1	THE CITY DRIVE	891			
1215109	22	E	12	59	53980	R9.7	11.261	33.778925	-117.889394		FF	2	22E CD AT CITY DRIVE	891			
1215111	22	E	12	59	53980	R10.53	12.091	33.778882	-117.875647		FF	1	22E CD ON AT 5	2338			
1215114	22	W	12	59	69000	R10.35	11.911	33.779104	-117.878735	.285	HV	1	W OF 5	2338			
1215115	22	E	12	59	69000	R10.35	11.911	33.778938	-117.878722	.29	HV	1	W OF 5	2338			
1215122	22	W	12	59	53980	R10.53	12.091	33.779039	-117.875662		FF	2	22W to 5/57N	2338			
1215123	22	W	12	59	53980	R10.53	12.091	33.779039	-117.875662		FF	2	22E to 5N/57N	2338			
1215128	22	E	12	59	53980	R10.71	12.271	33.77834	-117.872382	.45	HV	1	E OF 5	2340			
1215129	22	W	12	59	53980	R10.71	12.271	33.778461	-117.872394	.44	HV	1	E OF 5	2340			
1215212	22	W	12	59	53980	R12.25	13.811	33.775744	-117.846201	1.034	HV	1	CONCORD	5032			
1215235	22	E	12	59	29000	R1.74	3.197	33.774214	-118.023517	.17	HV	1	SPRINGDALE	5041			
1215236	22	E	12	59	29000	R1.74	3.197	33.774214	-118.023517	.17	ML	3	SPRINGDALE	5041			
1215248	22	W	12	59	29000	R1.74	3.197	33.774389	-118.02351	.17	ML	4	SPRINGDALE	5041			
1215249	22	W	12	59	29000	7.3	8.757	33.766182	-117.929523	.215	HV	1	NEWHOPE CENSUS	5051			
1215250	22	W	12	59	29000	7.3	8.757	33.766182	-117.929523	.215	ML	4	NEWHOPE CENSUS	5051			
1215251	22	E	12	59	29000	7.3	8.757	33.766037	-117.929518	.215	HV	1	NEWHOPE CENSUS	5051			
1215252	22	E	12	59	29000	7.3	8.757	33.766037	-117.929518	.215	ML	4	NEWHOPE CENSUS	5051			
1215405	73	N	12	59	36770	24.72	14.72	33.654806	-117.864027		FR	1	JAMBOREE 1	7357			
1215418	55	S	12	59	53980	15.22	15.202	33.809605	-117.832031		FR	2	KATELLA 1	0938			
1215709	73	N	12	59	36770	24.68	14.68	33.654387	-117.863578		FF	1	MACARTHUR BLVD	7358			
1215808	55	S	12	59	69000	12.3	12.282	33.767289	-117.83108	.54	HV	1	SANTA CLARA	319			
1215809	55	S	12	59	69000	12.3	12.282	33.767289	-117.83108	.54	ML	5	SANTA CLARA	319			
1215810	55	N	12	59	69000	12.3	12.282	33.767287	-117.830905	.35	HV	1	SANTA CLARA	319			
1215811	55	N	12	59	69000	12.3	12.282	33.767287	-117.830905	.35	ML	5	SANTA CLARA	319			
1215822	241	S	12	59		24.8	10.255	33.694005	-117.690369	.445	ML	3	SOUTH OF PORTOLA	6561			
1215823	241	N	12	59		24.8	10.255	33.694263	-117.690124	.445	ML	3	SOUTH OF PORTOLA	6561			
1215963	22	W	12	59	70686	R.2	1.667	33.774472	-118.093888	.507	ML	2	COLLEGE PARK	5047			
1215964	22	W	12	59	70686	R.2	1.667	33.774472	-118.093888		FF	1	COLLEGE PARK	5047			
1215965	22	E	12	59	70686	R.2	1.667	33.774295	-118.093885	.602	ML	2	COLLEGE PARK	5047			
1215966	22	E	12	59	70686	R.2	1.667	33.774295	-118.093885		FF	2	COLLEGE PARK	5047			
1215986	241	S	12	59		26.4	11.855	33.705842	-117.714477	.115	ML	4	SOLAR TOMATO 4	6761			
1215987	241	N	12	59		26.4	11.855	33.705999	-117.713947	.115	ML	4	SOLAR TOMATO 4	6761			
1216001	241	S	12	59		19.86	5.315	33.653645	-117.621818	.39	ML	2	SOLAR LOS ALISOS 1	6653			
1216002	241	N	12	59		19.86	5.315	33.654041	-117.621643	.185	ML	3	SOLAR LOS ALISOS 1	6653			
1216006	241	S	12	59		21.71	7.165	33.667139	-117.649531	.74	ML	2	SOLAR PORTOLA S1	6655			
1216010	241	S	12	59		22.12	7.575	33.669671	-117.655768	.295	ML	2	SOLAR PORTOLA S2	6755			
1216018	241	S	12	59		23.3	8.755	33.678496	-117.672636	.17	ML	3	SOLAR ALTON 1	6758			
1216019	241	N	12	59		23.3	8.755	33.678874	-117.672365	.17	ML	3	SOLAR ALTON 1	6758			
1216024	241	S	12	59		25.82	11.275	33.70167	-117.705642	.315	ML	3	SOLAR TOMATO 2	6759			
1216039	241	N	12	59		17.9	3.355	33.634945	-117.599584	.14	ML	2	SOLAR ANTONIO 2	6650			
1216040	241	S	12	59		17.9	3.355	33.634852	-117.600017	.25	ML	2	SOLAR ANTONIO 2	6650			
1216048	241	N	12	59		22.71	8.165	33.673571	-117.664667	.1	ML	3	SOLAR LAKE FOREST	6657			
1216049	241	S	12	59		22.71	8.165	33.673218	-117.664862	.1	ML	3	SOLAR LAKE FOREST	6657			
1216058	241	N	12	59		22.91	8.365	33.67491	-117.66772	.195	ML	4	SOLAR BAKE	6656			
1216059	241	S	12	59		22.91	8.365	33.674541	-117.667938	.195	ML	3	SOLAR BAKE	6656			
1216067	241	N	12	59		23.65	9.105	33.68325	-117.675368	.31	ML	3	SOLAR ALTON 2	6659			
1216068	241	S	12	59		23.65	9.105	33.682914	-117.675593	.31	ML	3	SOLAR ALTON 2	6659			
1216070	241	N	12	59		24.26	9.715	33.689253	-117.682992	.32	ML	3	SOLAR N OF ALTON	6777			
1216077	241	S	12	59		24.26	9.715	33.68898	-117.683211	.32	ML	3	SOLAR N OF ALTON	6777			
1216081	241	N	12	59	2000	38.23	23.685	33.861991	-117.716374	1.024	ML	4	241N TO 91E ADVANCE	6094			
1216086	241	N	12	59		26.05	11.505	33.703475	-117.708703	.2	ML	3	SOLAR TOMATO 3	6660			
1216094	241	N	12	59		25.53	10.985	33.6998	-117.700854	.26	ML	3	SOLAR TOMATO 1	6658			
1216095	241	S	12	59		25.53	10.985	33.699586	-117.701217	.145	ML	3	SOLAR TOMATO 1	6658			
1216111	241	N	12	59		27.22	12.675	33.715752	-117.720286	.155	ML	2	SOLAR 133-3	6664			
1216112	241	S	12	59		27.22	12.675	33.715736	-117.720827	.155	ML	2	SOLAR 133-3	6664			
1216118	241	N	12	59		27.53	12.985	33.720239	-117.719726	.155	ML	2	SOLAR BEE CANYON	6665			
1216119	241	S	12	59		27.53	12.985	33.720259	-117.72027	.155	ML	2	SOLAR BEE CANYON	6665			
1216128	241	N	12	59		27.84	13.295	33.724757	-117.719107	.175	ML	4	SOLAR N OF 133	6666			
1216129	241	S	12	59		27.84	13.295	33.724741	-117.719309	.175	ML	3	SOLAR N OF 133	6666			
1216136	241	N	12	59		28.19	13.645	33.729864	-117.718482	.175	ML	3	SOLAR S OF JEFFREY	6667			
1216137	241	S	12	59		28.19	13.645	33.729855	-117.718606	.175	ML	2	SOLAR S OF JEFFREY	6667			
1216152	241	N	12	59		30.1	15.555	33.753089	-117.731261	.165	ML	3	SOLAR CUL-CULVER 1	6673			
1216153	241	S	12	59		30.1	15.555	33.753272	-117.73154	.165	ML	2	SOLAR CUL-CULVER 1	6673			
1216161	241	N	12	59		30.43	15.885	33.757747	-117.732661	.195	ML	3	SOLAR CUL-CULVER 2	6674			
1216162	241	S	12	59		30.43	15.885	33.758005	-117.7328	.195	ML	3	SOLAR CUL-CULVER 2	6674			
1216170	241	N	12	59		30.82	16.275	33.763475	-117.732264	.155	ML	3	SOLAR S OF CULVER N	6675			
1216171	241	S	12	59		30.82	16.275	33.763785	-117.732531	.155	ML	3	SOLAR S OF CULVER N	6675			
1216178	241	N	12	59		31.13	16.585	33.767528	-117.73464	.205	ML	2	SOLAR N OF CULVER N	6676			
1216179	241	S	12	59		31.13	16.585	33.76779	-117.735146	.205	ML	3	SOLAR N OF CULVER N	6676			
1216187	241	N	12	59		31.54	16.995	33.771335	-117.740279	.22	ML	3	SOLAR S OF EOC OC	6677			
1216188	241	S	12	59		31.54	16.995	33.771541	-117.74094	.22	ML	3	SOLAR S OF EOC OC	6677			
1216194	241	N	12	59		32.39	17.845	33.781469	-117.747519	.21	ML	2	SOLAR CHAPMAN 2	6762			
1216195	241	S	12	59		32.39	17.845	33.781773	-117.748089	.21	ML	2	SOLAR CHAPMAN 2	6762			
1216201	241	N	12	59		32.81	18.265	33.786792	-117.743958	.13	ML	2	SOLAR CHAPMAN 3	6679			
1216202	241	S	12	59		32.81	18.265	33.787108	-117.744465	.13	ML	2	SOLAR CHAPMAN 3	6679			
1216210	241	N	12	59		33.45	18.905	33.792513	-117.734929	.165	ML	3	SOLAR N OF CHAPMAN	6680			
1216211	241	S	12	59		33.45	18.905	33.792829	-117.735293	.165	ML	3	SOLAR N OF CHAPMAN	6680			
1216219	241	N	12	59		33.78	19.235	33.795518	-117.730244	.175	ML	3	SOLAR S OF SANT CK	6681			
1216220	241	S	12	59		33.78	19.235	33.795858	-117.730574	.175	ML	3	SOLAR S OF SANT CK	6681			
1216229	241	N	12	59		34.82	20.275	33.809812	-117.722088	.18	ML	4	SOLAR S OF OAK	6684			
1216230	241	S	12	59		34.82	20.275	33.810123	-117.722474	.18	ML	3	SOLAR S OF OAK	6684			
1216408	5	S	12	59	8786	43.3	115.488	33.865235	-117.996273	.295	HV	1	BEACH 1	2559			
1216409	5	N	12	59	8786	43.3	115.551	33.865349	-117.996199	.295	HV	1	BEACH 1	2559			
1216417	5	S	12	59	8786	43.3	115.488	33.865235	-117.996273		OR	1	BEACH 1	2559			
1216418	5	S	12	59	8786	43.3	115.488	33.865235	-117.996273		FR	1	BEACH 1	2559			
1216485	5	N	12	59	8786	43.01	115.261	33.863248	-117.991902	.3	HV	1	STANTON	257			
1216486	5	S	12	59	8786	43.01	115.198	33.862901	-117.992155	.3	HV	1	STANTON	257			
1216489	5	N	12	59	8786	43.01	115.261	33.863248	-117.991902		FR	2	STANTON	257			
1216505	5	N	12	59	8786	42.7	114.951	33.860615	-117.987649	.245	ML	6	N OF ORANGETHORPE	5005			
